'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'tests.reports.businessReport.PatientReportExportTests.usageRecentDaysDelayed', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'Carlos', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\Carlos\\20200924T195016Z-PatientReportExportTests-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC1644 F1926_CareTeamAssignment_TextSearch_InternalUsers.searchWithinSubOrgCharacterOfForgiveness', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC2606 F1926_CareTeamAssignment_TextSearch_InternalUsers.searchReturnsNoResults', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC3258 F1398_PAMS_and_CTM.removeLocationFromPatient', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC3741 tests.auth.external.UserAndGroupCascadingExternalAuthorization.tc3741_subOrgInheritsExternalAuthorizationChangeFromParentOrg', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC4876 TC4883 tests.auth.external.F3068_PhysicianStaffAccessToExternalPatient.scenario34_assignedPhysiciansFromAuthorizedSubOrgsFromDifferentOrgs', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC3739 TC3740 tests.auth.external.UserAndGroupCascadingExternalAuthorization.tc3739Andtc3740_verifyCurrentAuthorizationsBulkRetrievalWithBulldozedAuthorizations', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'tests.auth.external.OrgExternalAuthorizedLocationsList.testGetAuthorizedLocations_NoAuthorizations', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC4876 TC4883 tests.auth.external.F3068_PhysicianStaffAccessToExternalPatient.scenario13_PhysicianStaffAccessOn_AssignTopOrgPhysicianToExternalPatient_AuthorizedSubOrgs', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC3457 tests.task.reminder.Reminders.Test_Return_ReminderSets_Of_AuthorizedCompany_When_Patient_Is_Accessed_By_AuthorizedExternalUser', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC4414 TC4882 tests.auth.external.F3068_CareTeamSettings_TemporaryAccessToPatient_PhysicianStaffAccess.externalAccessConfigurationFeature_CareTeamSettings_DefaultValues', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC2775 TC4415 tests.task.reminder.Reminders.Test_DoNot_Create_ReminderTask_If_Reminder_Is_Deleted_From_ReminderGroup', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC2766 TC2769 TC4415 tests.task.reminder.Reminders.Test_Create_ReminderTask_With_New_Values_After_Reminder_Is_Updated', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC3255 F1398_PAMS_and_CTM.requiredPhoneWhenUpdatingPatientInPamsSubscriberOrg', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC4584 TC4585 TC4604 tests.reports.businessReport.TaskReportsTests.identityDelayedReport', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC3767 F1971_Exclude_Locations_And_Users_From_Care_Team_Assignment.pSCAdminAddsSubOrganizationAndExcludesItFromPatientAssignment', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC3772 F1971_Exclude_Locations_And_Users_From_Care_Team_Assignment.userRetrievesTheirOwnReferralExclusionSetting', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC3255 TC3607 F1398_PAMS_and_CTM.requiredPhoneWhenAddingPatientInPamsSubscriberOrg', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC4073 tests.reports.F2119_Add_Summary_Usage_to_PatientView_Rpt.comparePatientView_Usage_to_Trilogy_and_Expected_using_MultipleDevices_7Days', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC3366 F1398_PAMS_and_CTM.pamsLocationRemainsAssignedToPatientAfterPamsFeatureDisabledFromPatientOrg', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC4273 F1294_User_ExternalId_And_NPI.adminUpdatesUserAndSetsNPI', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC4876 TC4883 tests.auth.external.F3068_PhysicianStaffAccessToExternalPatient.scenario23_assignPhysiciansToExternalPatientFromOrgEnabledForStaffAccess_AndExternalPatientFromOrgNotEnabledForStaffAccess', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC4276 tests.auth.external.OrgExternalAuthorizedLocationsList.testGetAuthorizedLocations_AfterRemovingAndUpdatingAuthorizations_Success', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC11848 tests.reports.businessReport.BusinessReportTemplateTests.locationFilterAfterDisablingToggle', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'tests.reports.businessReport.TaskReportsTests.trilogyHealthTaskTranslateDirectReport', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC4273 F1294_User_ExternalId_And_NPI.adminAddsUserAndSetsNPI', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC12225 tests.reports.businessReport.PatientAdherenceBusinessReport.adherenceReportSortingPagination', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC942 TC944 F1398_PAMS_and_CTM.changeLevelOfAuthorization', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC5937 TC11848 tests.reports.businessReport.BusinessReportTemplateTests.multipleLocationFilter', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC3740 tests.auth.external.UserAndGroupCascadingExternalAuthorization.tc3740_newSubOrgInheritsExternalAuthorizationFromParentOrg', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC4876 TC4883 tests.auth.external.F3068_PhysicianStaffAccessToExternalPatient.removePhysicianFromCareTeam_PhysicianStaffShouldNotHaveAccessToTheExternalPatientAnymore', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC2974 TC3459 F1075_Business_Agreements_Management.pSAdminViewsMasterAgreements', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC630 TC2975 TC3039 TC3041 F1075_Business_Agreements_Management.assignAgreementsWhenCreatingCompany', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC4876 TC4883 tests.auth.external.F3068_PhysicianStaffAccessToExternalPatient.scenario20_assignLocationToExternalPatient_SomeSubOrgsAuthorized', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'tests.reports.businessReport.PatientReportExportTests.externalPatientDelayed', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'tests.task.reminder.Reminders.Test_Assign_ReminderSets_Of_PatientsCompany_When_Patient_Is_Accessed_By_AuthorizedExternalUser', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC2254 TC2354 TC4191 tests.reports.businessReport.PatientReportExportTests.identityExternalServiceDelayedReport', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC4876 TC4883 tests.auth.external.F3068_PhysicianStaffAccessToExternalPatient.scenario35_assignedPhysicianLosesAccessToTopOrg', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'tests.reports.businessReport.PatientReportExportTests.translationDelayedExport', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC4876 TC4883 tests.auth.external.F3068_PhysicianStaffAccessToExternalPatient.scenario28_OrgStructureChanges_SubOrgAuthorized', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC3769 F1971_Exclude_Locations_And_Users_From_Care_Team_Assignment.externalUserAssignedAsCareTeamMemberFromOrgNotAcceptingPatientsSearchesForInternalUsersForTheExternalPatient', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC12191 tests.reports.businessReport.PatientAdherenceBusinessReport.adherenceSortUsageNoHospitalizationDirect', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC3767 TC3773 F1971_Exclude_Locations_And_Users_From_Care_Team_Assignment.careTeamSearch_ExcludedSubOrgNotInResults', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC2978 F1075_Business_Agreements_Management.pSAdminViewsAgreementsStatusPerCompany', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC4876 TC4883 tests.auth.external.F3068_PhysicianStaffAccessToExternalPatient.scenario32_assignedPhysiciansFromTopOrgAndFullAccessAuthorizedSubOrg', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC1815 tests.patient.gateway.PatientSearch.searchShowingUsageValues', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'TC2978 TC2984 TC2986 F1075_Business_Agreements_Management.orgAdminViewsAgreements', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\TeamCity\\20200923T024444Z-LegacyTrace-GroupByMethod.txt'
